230;19;65358.14615968875;0.8
230;22;69380.62428000876;0.7
230;20;75365.85159761878;1.9
230;21;72843.56753298957;0.6
230;21;78697.70676259164;0.4
230;22;74520.63288309888;0.3
230;21;69168.80783961134;1.2
230;21;71556.57240384014;2.0
230;19;68889.1923478662;1.7
230;21;74832.93835970102;1.9
230;21;71120.82061660524;1.7
230;20;63938.89232823986;0.9
230;22;72768.01501767615;0.6
230;21;77926.55442161062;0.3
230;21;78500.73791659482;0.3
230;22;75084.0294091139;0.2
230;19;66628.14478530617;1.0
230;20;64836.197816150736;0.9
230;20;63562.00912949546;0.9
230;19;67849.60985234549;1.1
230;21;79215.01071449973;0.3
230;21;75421.61727077863;0.3
230;21;80855.88085304707;0.5
230;20;62512.00923055527;1.2
230;20;69549.57708523826;1.5
230;22;74145.91934745082;0.3
230;19;64234.54408960494;0.9
230;27;109371.57820645807;0.0
230;19;71481.10014418818;1.7
230;21;70448.64907525861;0.7
230;19;66067.21519826262;1.3
230;21;71413.02055636758;1.7
230;22;74586.81363018931;0.4
230;19;67993.60864631279;1.3
230;19;70156.81977207129;1.8
230;21;77078.35606110768;0.3
230;21;70972.68751182106;1.7
230;19;65694.90180246193;1.3
230;20;64583.54945164158;0.9
230;19;65076.35235360267;0.8
230;19;68089.28475266602;1.5
230;21;64139.72670375975;1.0
230;21;70925.12204973021;0.6
230;19;66016.91865528576;0.9
230;21;81699.07370104868;0.6
230;19;64121.85911743975;1.1
230;21;74866.77964507202;0.2
230;19;65904.78579721262;1.2
230;21;72339.17566245476;0.2
230;20;69181.33396641344;1.6
230;19;64972.02656754216;0.7
230;21;80907.69592806142;0.3
230;20;63475.18047599485;1.2
230;21;74983.29003774803;0.3
230;22;74402.52541173549;0.3
230;20;66979.8500373235;1.4
230;19;65039.19945296844;1.5
230;22;70313.44404302361;0.6
230;20;65408.513580038925;0.9
230;19;66390.50042308877;0.9
230;20;63651.966590607626;1.1
230;19;61649.859327495054;1.3
230;19;67780.70656814487;1.5
230;21;77836.41209924905;0.1
230;19;63934.86962886281;0.8
230;19;67961.40397732734;1.5
230;19;62161.742193633116;1.0
230;21;74919.40351185648;0.3
230;19;69110.86419133187;1.8
230;19;74376.85508248647;1.8
