300;20;8802.980789889742;1.6
300;21;9175.256360182686;1.5
300;21;8967.665202468177;1.3
300;20;9859.180295819639;0.1
300;22;8935.445542323332;2.0
300;21;9124.87425541125;2.0
300;20;9772.814202568252;0.9
300;21;9141.394742497034;1.3
300;20;9478.67352223297;1.3
300;20;9613.143176779635;1.2
300;20;9514.95686875535;0.7
300;21;9818.417776744156;0.1
300;20;10045.912448803372;0.7
300;21;8989.215845886538;1.3
300;20;9582.286936002985;0.9
300;20;9372.63791177191;0.2
300;20;9482.22228835145;1.4
300;21;9451.918927175402;0.6
300;20;9265.672817111796;0.6
300;21;9836.041738197919;2.0
300;21;9200.388128906214;0.7
300;21;8914.67049653308;1.7
300;21;8830.148424276917;1.9
300;22;9480.53808420399;0.0
300;21;9071.215248779808;1.0
300;22;9004.41578074989;0.0
300;21;9333.637108830038;1.1
300;21;9573.826631260708;0.8
300;20;9520.415061210466;0.5
300;22;9542.788343521643;1.9
300;21;9233.141002296941;1.5
300;21;9211.51743133359;1.4
300;21;9294.552858849403;0.8
300;20;9929.423543394701;0.6
300;21;9772.248364182085;0.2
300;20;9349.194535724018;0.5
300;20;9877.016068082494;0.1
300;22;8926.522998366476;0.9
300;20;9817.449734213898;0.2
300;20;9709.367917483243;0.6
300;20;9357.493341943555;1.4
300;21;9072.166340663865;1.8
300;20;8874.74176555116;1.3
300;21;9024.008211940205;1.8
300;21;9303.417143567549;0.1
300;21;9493.835573277356;0.1
300;21;9136.9231723697;1.9
300;20;9216.417995882091;0.7
300;20;9554.437130160883;0.7
300;21;9654.917706312624;0.6
300;21;9038.45693415331;1.9
300;21;8987.663901935928;1.6
300;21;9193.254807058533;0.7
300;21;9167.524373968765;1.1
300;20;9731.75375656391;0.5
300;21;9029.388388058624;1.3
300;21;8835.9950959565;1.8
300;20;9054.271134919301;1.2
300;21;9512.075971049993;0.3
300;19;9776.493257488144;0.8
300;21;8735.171913132344;2.0
300;21;9464.538220374967;1.1
300;20;9244.700587025834;1.1
300;21;9184.78467065518;1.8
300;20;9056.086290610665;1.9
300;21;8673.194800698837;2.0
300;20;9743.321690571023;1.2
300;20;9529.94631339968;0.9
300;22;9016.55568077754;0.3
300;21;9259.173605507209;1.4
300;21;9257.396056124737;0.1
